w_rmse,w_log_rmse,subspace_similarity,tv_score,hellinger_score,gene_topk_hit_mean,f1_tau90,jaccard_tau90,H_corr,H_corr_spearman,sigma2_age_rmse,sigma2_age_log_rmse,tau2_spa_rmse,tau2_spa_log_rmse,sigma2_e_abs_err,sigma2_e_log_abs_err,align_cost,method,rep
0.022930588166584134,-3.775283531914292,0.2663914917809391,0.6997826633175229,0.7087530180152536,0.75,0.6544059011158907,0.5617250673854447,0.6264396453317665,0.6147124368782843,,,,,,,0.0005193618562043575,Popari,9
0.028723717491238553,-3.550032104068655,0.18252460959286687,0.5964063899315324,0.6045293843239117,0.7142857142857143,0.589362891206628,0.4784072249589491,0.39450740299552006,0.3707060666042927,,,,,,,0.0008221558166900587,STAMP,9
0.02772624253591413,-3.5853759303057804,0.2153814926752945,0.5542948740268976,0.5126704129606158,0.613095238095238,0.5961570593144648,0.4922979797979798,0.6106710410863049,0.5835488011328138,,,,,,,0.0007785169550427501,MEFISTO,9
0.008168270448228165,-4.807498087964178,0.8208955932937938,0.8953714781634821,0.8425047825954572,1.0,0.958333333332685,0.9285714285714286,0.9717757915979488,0.9778959163762243,4.355346927724552,1.4714042690660778,3.0765964785878106,1.1238239465597162,0.031151635242682663,-3.468888539374276,6.672064211539754e-05,stGP,10
0.028436082411511597,-3.56009643277901,0.49106110339322084,0.6624652381020385,0.5549524844796907,0.6652777777777779,0.6855158730152565,0.5388888888888889,0.3200071800298662,0.320976209428119,,,,,,,0.0008086107829142792,PCA,10
0.07279831020333874,-2.6200625355414875,-0.2749476340955752,0.13960011997448601,0.1557253819135489,0.08125,0.14583333333316578,0.08571428571428572,0.7915206297609245,0.7957800922868788,,,,,,,0.005299336731993296,NMF,10
0.03582772501811112,-3.3290332434541536,0.04892512775951019,0.5103048703864055,0.4326269170143613,0.5354166666666667,0.5386500754143377,0.426046176046176,0.11363620062448848,0.11515106009403464,,,,,,,0.0012674666468399673,SpatialPCA,10
0.03258090502977475,-3.4240288975023843,0.22439998141870732,0.6035004494733434,0.6097530698257219,0.5833333333333334,0.5827485380112148,0.49278846153846156,0.6137911772314629,0.6044640200756666,,,,,,,0.001049033497675341,Popari,10
0.038180646666875755,-3.2654265235080184,-0.037040970186783095,0.38276426134495484,0.41844576464839944,0.5555555555555556,0.4350179211465448,0.349290780141844,0.25438020692191404,0.25714322118238364,,,,,,,0.0014439398187734674,STAMP,10
0.026730454242061625,-3.6219517552584684,0.2886732734085431,0.6765629684951863,0.651173490875858,0.7222222222222222,0.6877536979699135,0.6076388888888888,0.6515631801189482,0.6455579037442538,,,,,,,0.0007188219979754394,MEFISTO,10
0.010228460437312436,-4.582581205230463,0.7666724605422987,0.8815177017002989,0.8135720473130756,0.9583333333333334,0.9226190476183931,0.8660714285714286,0.9573960521808949,0.9658247406634975,6.057395164607836,1.8012798668493855,3.816860710489127,1.3394282812159606,0.03512977656753888,-3.348706172885775,0.00010462140291766573,stGP,11
0.04051580458142566,-3.2060631444137226,0.09844532604679779,0.4655246373711346,0.3838246123326361,0.45,0.46955128205082314,0.35000000000000003,-0.24956711083854202,-0.24956480551688878,,,,,,,0.0016415304208802722,PCA,11
0.07143560541070716,-2.6389588587137767,-0.17976732005513196,0.18279589448159642,0.1956085547180205,0.15714285714285714,0.2002164502161391,0.11666666666666667,0.5666444599134657,0.5614760391562981,,,,,,,0.005103045720394254,NMF,11
0.030947954357522792,-3.475448377107869,0.17452601907565868,0.582399985739065,0.5100268275155633,0.5773809523809523,0.528846153845573,0.4091503267973856,-0.2353920338533436,-0.2434812981659044,,,,,,,0.0009496427357786144,SpatialPCA,11
0.02482910218987089,-3.6957388383972667,0.2197893593344975,0.6659408455570803,0.6680022419941827,0.7142857142857143,0.6670388091435264,0.5840909090909091,0.5358917172514337,0.5103985207307619,,,,,,,0.0005950009617910705,Popari,11
