,volume,center_x,center_y,min_x,min_y,max_x,max_y,transcript_count,num_detected_genes,barcodeCount,mouse_id,slide_id,cohort,age,batch,celltype,region,subregion,bbox_area,n_genes_by_counts,total_counts,stGP_domain,clusterlabel,slingPseudotime_1,slingCurveWeight_1
3615378900550200010-97,2195.7074883005384,11194.508839719188,458.6772665455014,11181.715439811054,450.709890038184,11204.329907687892,465.6171772114318,1349,158,1346.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,337.1203669102079,101,612.0,2,2,19.01353960257237,1.0
3615378900560100066-97,1690.4546134460763,11907.935811024598,487.103560225036,11898.87695946114,480.3322519567518,11915.38105901025,494.03285836916575,507,92,502.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,226.11617211364108,54,231.0,2,2,20.346053091894685,1.0
3615378900560100074-97,1884.484794195876,11948.259975709749,494.58693909050805,11940.506746764768,485.8390663868204,11954.95219727852,502.348768467092,706,113,704.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,238.49008439736522,67,277.0,2,2,20.7042697193278,1.0
3615378900560100103-97,2417.856674374924,11984.97760727779,527.0004151861414,11977.368232938532,516.9047861665726,11993.487557318094,536.5170263890515,548,93,548.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,316.1360619560368,50,124.0,2,2,20.850908526243924,1.0
3615378900560100135-97,2608.3119322643065,12062.954734739016,564.5911410711766,12052.912370783632,555.6996709498496,12073.125613036693,574.7156088560657,753,98,753.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,384.3737595675163,58,301.0,2,2,20.62794041642366,1.0
3615378900560100138-97,925.4016982431068,11722.762150978842,565.6839516715457,11717.705703921109,559.7258002553067,11727.312384696224,571.4566386594678,205,65,205.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,112.69441977324469,30,55.0,2,2,21.447004677279256,1.0
3615378900560100145-97,1777.2227846365474,11865.147452450432,575.6515873585184,11857.129228015148,566.1266542932386,11871.922413498649,583.7875107810762,557,105,556.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,261.2603258220656,60,261.0,2,2,20.776309384354523,1.0
3615378900560100149-97,3028.635793487419,11914.652381710455,576.4416191594763,11905.867546690402,565.5433307523859,11924.301911970702,586.0478636085577,1146,146,1144.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,377.9880485725825,89,556.0,2,2,20.555928240696595,1.0
3615378900560100151-97,1427.0882581570388,11711.572521456896,577.6714504231051,11705.63365777803,569.8746666196187,11717.575445743048,587.1296928371617,304,79,302.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,206.05586442074397,46,150.0,2,2,19.88294007944176,1.0
3615378900560100215-97,1764.872819765912,12027.147306246146,631.850308359668,12020.27253384075,624.5250997196672,12034.709540519729,639.291673290337,560,104,557.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,213.18512126537928,58,264.0,2,2,20.918634253732424,1.0
3615378900560100226-97,1729.6812606445756,11891.320602606149,637.004309149071,11883.261531885726,630.3350075629752,11899.127978551562,644.7032632427138,488,102,486.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,227.9731624236618,53,240.0,2,2,21.342503784595888,1.0
3615378900560100268-97,1206.546151101717,12028.349903839464,673.2283949715514,12022.056221456289,666.4324527953328,12035.546571226983,681.0735363688063,390,87,389.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,197.5133384281295,44,172.0,2,2,21.2387905742815,1.0
3615378900560100274-97,1480.0549525802037,11933.781519651922,676.5190842382862,11926.253516020488,669.6084838281813,11942.164802558644,683.138813972604,494,104,490.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,215.2849598837559,64,298.0,2,2,20.146193385187612,1.0
3615378900560100467-97,1981.608161782874,11731.576841593012,791.2213509759456,11722.86100514899,782.9265621858463,11739.498557316614,799.0146036951749,546,103,545.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,267.66562988634945,56,257.0,2,2,20.03436426634744,1.0
3615378900560100604-97,2339.675634383236,11833.865451983223,887.6786049890881,11825.166483917714,879.3803151710007,11842.70721693489,896.8554525339246,757,122,754.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,306.5267189215341,66,238.0,2,2,19.805519711449342,1.0
3615378900560200115-97,1244.8431887563625,11998.91565557751,656.6294096871661,11990.694281821556,648.6069939514072,12003.688774586397,666.1183723903888,555,101,546.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,227.55148042774303,61,290.0,2,2,20.90534784023799,1.0
3615378900570100052-97,2480.488186088642,12186.945362772802,556.0646818923868,12176.692998353794,548.9297230999591,12199.757097514026,563.3681087960315,692,113,690.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,333.0083594078917,63,314.0,2,2,20.98267191069904,1.0
3615378900570100101-97,1130.0388136332551,12257.9236684911,607.9781256675122,12252.842385686485,601.3201230762905,12263.005218143664,615.0659532518114,186,55,183.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,139.69656905865807,27,65.0,2,2,22.09247388686424,1.0
3615378900570100167-97,1803.8393712065283,12518.492925860994,667.9299688893951,12510.739824680655,660.0346864841405,12526.687572172266,674.6145288636216,516,86,515.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,232.51564473545537,44,222.0,2,2,21.241387720054743,1.0
3615378900570100182-97,2116.573998301347,12381.273889471964,683.3818682653242,12370.16708284303,672.2736495120157,12389.375760726272,691.4365115269768,343,79,342.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,368.0932437663968,39,112.0,2,2,22.290247747476098,1.0
3615378900570100244-97,768.6098953581051,12247.82546860908,720.5597975544715,12243.675567261953,713.9091554757324,12252.950387933832,726.2121355730318,253,76,251.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,114.10793413214628,43,100.0,2,2,21.00793051700401,1.0
3615378900570100252-97,1685.9692372357356,12484.405484801622,723.90093683108,12476.702258647354,715.330088693728,12490.519069285892,732.0699077220212,594,99,594.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,231.29090963732654,59,206.0,2,2,21.297785757283336,1.0
3615378900570100287-97,922.3212074336913,12077.183909774318,738.624312710023,12071.194344813775,733.6971275738383,12083.155560639438,743.4145850390727,543,108,543.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,116.23260601836144,62,148.0,2,2,19.805743748981005,1.0
3615378900570100299-97,1800.1698472894325,12518.553990862476,748.1057068755381,12510.721553666664,740.7098143172692,12525.40594372532,755.7216520265127,474,89,474.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,220.43968041976527,48,157.0,2,2,20.752002858308924,1.0
3615378900570100350-97,1183.4463849742076,12347.251272225114,769.152579292959,12342.149138088977,762.9641220198868,12353.041836568287,775.9174336929051,271,75,271.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,141.09651836272354,34,68.0,2,2,21.505626316780134,1.0
3615378900570100396-97,3011.55288738478,12529.27637025618,799.5447194685349,12518.851128368418,788.6689185746671,12539.032025997398,809.713445593042,909,129,907.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,424.6974454081153,76,345.0,2,2,20.33081238810244,1.0
3615378900570100416-97,1832.802905760929,12109.696156217991,806.897400646836,12102.056449846466,795.5567737992058,12117.08119216685,816.2895701571824,471,116,469.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,311.50492285958836,61,170.0,2,2,18.93088667071435,1.0
3615378900570100502-97,1164.6352195521283,12520.054995669449,846.9349195293815,12511.6310947348,841.2877635409645,12526.1877717159,852.7566417284734,491,91,487.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,166.94875511116342,52,245.0,2,2,20.513734152954754,1.0
3615378900570100513-97,836.2306349830517,12515.8928498039,854.6143440098793,12510.259885490785,848.9517761500152,12521.409981986217,860.6597157179705,217,65,216.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,130.54465594538826,36,78.0,2,2,20.75328389915324,1.0
3615378900570100544-97,663.5402206533504,12206.871058767514,868.8465474491696,12202.089371622078,863.854318496751,12211.560948756667,873.5287673396593,157,49,157.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,91.63228845024224,24,58.0,2,2,20.936878426457206,1.0
3615378900570100567-97,594.3177281441159,12393.659235422352,881.2717300623773,12388.165093267882,877.1343687982326,12397.859164971533,886.2581312942061,151,64,151.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,88.44640784304467,40,81.0,2,2,20.368071736913507,1.0
3615378900570100572-97,673.3124979386221,12400.936903550086,884.7752696091165,12396.251553813325,880.0222599233671,12406.396985372492,890.071750180466,341,104,335.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,101.95641560791522,59,107.0,2,2,20.32113586650851,1.0
3615378900570200045-97,2720.961367268221,12105.775912897709,625.936863538857,12094.747137555618,617.699144167425,12115.738547607409,635.7273265312341,764,112,763.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,378.43696848718116,65,310.0,2,2,20.25355833420019,1.0
3615378900580100154-97,440.9400673315543,12721.101825965055,780.4240398645608,12716.513421317914,777.1312560469486,12725.902922419033,783.4515167665503,125,45,125.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,59.34409498606011,21,44.0,1,1,16.050990008880497,1.0
3615378900580100177-97,1699.3520238603835,12737.910721864624,807.5738081927511,12729.632263037643,799.4290268591132,12745.634047805735,815.0053883826313,648,97,641.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,249.24958456932617,60,308.0,1,1,15.966805967420763,1.0
3615378900580100195-97,2456.3218542077893,12690.281760645112,818.7991570196567,12682.118753658664,809.8366897330251,12698.668191877729,829.1543614567523,802,108,801.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,319.6966147279941,62,273.0,1,1,16.652953446451107,1.0
3615378900580100269-97,1574.5811187701972,12638.558964452448,861.5444454613945,12629.326784171188,856.0211200300593,12648.1946495852,867.1688244514415,496,92,495.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,210.3333866978394,50,243.0,2,2,20.133750249251655,1.0
3615378900580100278-97,1457.312608912622,12802.677547292113,871.0138748473253,12795.088647571243,863.0891444159885,12809.685057260536,877.5443350195105,404,80,403.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,210.99388418582745,41,158.0,1,1,14.42614640055676,1.0
3615378900580100319-97,809.4069587050391,12677.931817175417,899.5841588163769,12672.514356823436,894.8801088721464,12683.927895241914,904.5015154256624,348,101,348.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,109.81429333834588,55,146.0,2,2,20.318562107880304,1.0
3615378900580200042-97,1254.3268350354022,12585.524206587872,788.0790887763713,12578.34607181053,780.7523184699226,12592.747736358018,795.1412258673321,597,93,595.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,207.2242175423548,46,245.0,2,2,20.09118996367083,1.0
3615378900580200118-97,1310.0554757294062,12683.862281230093,905.02238106988,12674.983030748448,897.6451895312117,12691.932215798426,910.153485787203,534,103,533.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,212.00542790274304,58,192.0,2,2,19.6838931853801,1.0
3615378900800100145-97,1511.1975954191907,8815.419977646727,1214.4944101448484,8809.6141570045,1203.916806655006,8821.892300928694,1222.5804209612595,498,97,493.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,229.15454259781757,55,173.0,2,2,18.790371968103816,1.0
3615378900800100146-97,1260.8763970802042,8823.42663012289,1211.231943385689,8816.718051118136,1205.0044176331833,8830.131538312095,1218.584714755269,393,81,393.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,182.15914153725086,48,140.0,2,2,18.918104724342733,1.0
3615378900800100246-97,1246.1219914402932,8763.30632224188,1358.948673736025,8757.320129894822,1352.955195423035,8769.028000953978,1365.4830599861448,368,92,367.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,146.6746229514564,43,133.0,2,2,19.298249657414853,1.0
3615378900810100077-97,1489.7579717303213,9082.05623030462,965.7220325366308,9074.402363849236,959.199074998376,9089.850838788008,972.6913063996798,446,92,445.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,208.43439867115504,49,168.0,2,2,22.11490639013709,1.0
3615378900810100144-97,1778.8299214731378,9027.176138604696,1017.6744159031588,9019.149711689262,1009.397861869324,9036.43279922845,1025.1585552598413,600,104,599.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,272.3934435466166,55,239.0,2,2,21.671402939140897,1.0
3615378900810100172-97,1767.1158849911403,9077.567031849432,1036.7343338080748,9069.855223563482,1028.7503230901227,9087.386161891438,1043.9639875906362,678,133,674.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,266.70981410072096,80,251.0,2,2,18.972823097151096,1.0
3615378900810100203-97,820.7419169619341,9002.326308010191,1058.5690339239443,8998.315754511164,1053.1562183175004,9007.251683330263,1064.5477426612406,336,85,335.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,101.79385067669602,41,93.0,2,2,19.26146388021261,1.0
3615378900810100251-97,4072.0184803451625,9131.4719308664,1094.4557512840513,9120.01548524391,1081.6841574407304,9141.666863189565,1107.034231302016,1931,174,1924.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,548.8640301209532,109,645.0,2,2,18.573424756376614,1.0
3615378900810100256-97,505.4867339241408,8924.129364373131,1086.734504834136,8920.637093971478,1081.8272977408783,8927.555144333572,1091.140190389822,251,70,246.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,64.42706036216491,38,84.0,2,2,19.592269170424164,1.0
3615378900810100260-97,722.0595953361482,9056.655279043933,1093.104515724587,9051.13707434484,1087.7336556944476,9061.621778820516,1098.2332144966024,327,89,323.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,110.08477116556733,50,156.0,2,2,19.655725514161748,1.0
3615378900810100332-97,1647.9231205654637,9011.167483778196,1143.9424845951191,9003.610355924864,1135.268487811744,9019.021729709264,1150.2253903818098,456,100,453.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,230.50641616413563,50,204.0,2,2,20.039961139216288,1.0
3615378900810100340-97,1429.897760122837,8914.078523242295,1150.9123349295169,8907.248625894692,1142.5572151584247,8919.962469340891,1158.9816697059448,559,120,551.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,208.81794380638937,71,238.0,2,2,20.75973915222566,1.0
3615378900810100377-97,1357.7549747529745,8872.842339423134,1168.1976708194543,8865.332702267555,1162.3569484557113,8880.676895269973,1173.8453809233308,455,96,452.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,176.28072507840227,59,189.0,2,2,21.134114149709,1.0
3615378900810100441-97,2647.797508355722,9196.142891422693,1208.5965655676373,9187.894493967073,1198.2488291981856,9204.873543588108,1218.6695176181322,1055,151,1047.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,346.7238819779743,90,427.0,2,2,18.410508351398367,1.0
3615378900810100474-97,2009.9509942719317,8845.118368102414,1233.1999697589506,8837.599815994177,1224.3763362994678,8853.958791513627,1241.9247730203265,558,94,556.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,287.0744467211419,48,155.0,2,2,20.344135824810596,1.0
3615378900810100522-97,1038.6168051219286,9159.829955736814,1256.7130854472769,9153.599450285326,1250.4906211991429,9166.718088945576,1263.1001668324552,296,81,295.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,165.42007283335045,37,89.0,2,2,18.552083526847213,1.0
3615378900810100607-97,2161.300414161754,8872.495548939629,1308.83568475871,8864.667382697615,1301.0077570191063,8881.558618645533,1317.5057431853213,462,97,459.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,278.6713769990278,54,154.0,2,2,19.147654238300998,1.0
3615378900810100612-97,2741.2694029795666,8982.571260519473,1313.311066411199,8973.029030263939,1303.4570481484338,8991.589992365136,1323.3562779691026,547,121,545.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,369.34885054444675,70,192.0,2,2,18.54515288170783,1.0
3615378900810100648-97,701.6220231794141,9020.442156798368,1328.68393917072,9015.142391113754,1324.2533411910322,9025.817872991176,1333.1655738892084,202,68,201.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,95.14237865675267,37,81.0,2,2,20.966670107875657,1.0
3615378900810100695-97,751.588089618167,8895.57072006673,1352.4104742530374,8889.537098107918,1347.5350503117286,8901.15316608179,1357.599145217981,263,75,260.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,116.90521052652099,42,133.0,2,2,18.698733353777282,1.0
3615378900810100758-97,2759.978600710104,8845.524814555263,1385.1722788824163,8833.926747445743,1376.6265506070756,8857.251701338371,1393.104925893742,722,124,721.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,384.35734378691825,64,180.0,2,2,18.49316326455686,1.0
3615378900820100032-97,1952.476821656886,9574.550481829638,926.7750202402084,9566.036321006884,918.8041789907404,9582.908573297267,936.1557474519552,812,127,805.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,292.7600407114634,68,292.0,2,2,20.8750990300699,1.0
3615378900820100062-97,1499.6433964840353,9468.051338639458,935.6405567476884,9459.231867039503,929.9496039503988,9478.00534663618,941.8858039569116,392,97,389.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,224.08400728412485,52,123.0,2,2,18.580053809310918,1.0
3615378900820100074-97,1662.2429156781668,9474.457460055492,944.3579812723648,9466.737133304809,935.7829385649768,9481.468046224429,951.7136977090064,399,104,398.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,234.67462569414153,57,163.0,2,2,18.76766824049513,1.0
3615378900820100166-97,1664.88097161329,9517.38669843579,995.4780285602164,9510.09544997248,987.672142955233,9525.10112935127,1001.9532082415276,612,104,611.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,214.29708687370294,56,291.0,2,2,18.65834042113168,1.0
3615378900820100187-97,1682.2743118507576,9746.023488533838,1005.8110965594808,9738.542531459716,998.4865878481046,9753.30539027446,1011.9952587542874,572,111,571.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,199.4266013628115,60,240.0,2,2,21.93343287908533,1.0
3615378900820100225-97,1579.4058080744562,9318.753897115575,1027.5624030970032,9310.181333940636,1017.9902525038682,9325.42241869251,1035.3114187426663,573,115,571.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,263.99336264680585,61,193.0,2,2,18.583526815817745,1.0
