,volume,center_x,center_y,min_x,min_y,max_x,max_y,transcript_count,num_detected_genes,barcodeCount,mouse_id,slide_id,cohort,age,batch,celltype,region,subregion,bbox_area,n_genes_by_counts,total_counts,stGP_domain,clusterlabel,slingPseudotime_1,slingCurveWeight_1
3615378901440100508-97,1681.7645961420203,9749.88630919018,2199.0371560614817,9742.890572224274,2191.6817508105123,9757.108956699392,2207.110338541976,464,106,463.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L4/5/6,219.36959227403983,58,207.0,1,1,14.772339153223626,1.0
3615378901440100510-97,2758.040680123994,9486.62397668381,2202.0523652991765,9476.105509464687,2192.1895360207222,9496.74421719229,2211.600063418527,592,111,592.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L4/5/6,400.6082018019257,60,209.0,1,1,17.128487722619152,1.0
3615378901440100562-97,2270.095173220001,9449.9245661359,2235.1413827903743,9440.945521532614,2226.767677122677,9458.832142797895,2244.477934566424,682,109,679.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L4/5/6,316.77666740693087,59,324.0,1,1,16.025857652229735,1.0
3615378901440100570-97,1112.810751149391,9646.186039331382,2239.6860336403697,9639.727843905745,2234.1122632881657,9652.400158369075,2245.166167470038,340,87,338.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L4/5/6,140.07854984021296,50,181.0,1,1,13.241907603481582,1.0
3615378901440100603-97,509.7340295891771,9757.164241284016,2261.498577687966,9753.104820380102,2257.6679114073177,9761.065713909602,2265.786389893803,107,50,107.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L4/5/6,64.6303428524468,25,47.0,1,1,14.617521316811013,1.0
3615378901440100632-97,1794.983240780294,9576.821674722712,2288.1335920279566,9568.636089948328,2280.013936866552,9584.223379588922,2295.8947713166604,654,119,653.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,247.53916630817224,68,259.0,1,1,15.531308366570533,1.0
3615378901440100635-97,2663.706465631968,9506.79932646732,2290.392526953606,9496.9338779655,2280.228759792895,9516.538469935756,2298.891133573061,775,125,771.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,365.86822315655115,72,358.0,1,1,15.735667611113554,1.0
3615378901450100108-97,2606.8466146558544,9879.60525591688,1887.1870159636528,9871.417563893898,1874.704051572947,9887.248652760129,1898.3435174985143,954,124,952.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,374.23848581789167,69,259.0,1,1,17.65900600386098,1.0
3615378901450100121-97,2347.4448704403603,9768.82387186,1891.6157478287064,9760.859156224653,1881.0694860575727,9776.513176879973,1901.0416474052847,607,116,607.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L4/5/6,312.6446262684673,65,244.0,2,2,18.19562299996144,1.0
3615378901450100122-97,3197.305307907412,10197.303259471631,1895.8489937371016,10184.92261555214,1881.8575980706396,10209.337994030864,1910.1135493303236,562,91,560.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,689.8797442815908,56,206.0,1,1,15.613425861110047,1.0
3615378901450100133-97,1376.1430130406875,9833.570371374662,1894.6078768129669,9827.031111406975,1887.8734125013311,9839.93843901992,1901.733202454447,351,91,351.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,178.89284957145554,46,138.0,1,1,17.99490675426409,1.0
3615378901450100159-97,1022.2378382028182,10154.127999592036,1906.7947480482949,10147.718579933337,1900.9488938804152,10160.03842733592,1911.9571521355847,143,53,142.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,135.62006187191315,35,63.0,1,1,15.73662903064832,1.0
3615378901450100160-97,1022.4366315792316,10189.267864946183,1906.539599135332,10184.11699629036,1900.9874141727453,10195.613235493443,1912.1655271466948,248,67,248.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,128.5062605876085,36,108.0,1,1,15.664953478735312,1.0
3615378901450100171-97,599.8329152735971,9992.492520379672,1913.7896813856737,9988.236928233608,1909.0488063134603,9997.03603413768,1918.839155426572,157,66,157.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L4/5/6,86.14631868411054,33,56.0,1,1,16.83204144274344,1.0
3615378901450100214-97,1885.9190249418973,9929.158962457132,1942.507458146574,9919.416731262225,1935.6843111291116,9938.964924654892,1949.43174547762,832,137,827.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,268.73750529764504,74,279.0,1,1,16.528377084284866,1.0
3615378901450100253-97,2439.818138240006,10159.785110387464,1970.3468794676917,10149.80369688406,1960.996244717389,10168.118738876265,1980.2428722407983,769,119,768.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,352.5027912995525,74,232.0,1,1,14.749604635787254,1.0
3615378901450100263-97,692.071369506543,9948.06750324272,1973.7427648276357,9944.343740691684,1968.9405111633127,9952.24841690244,1979.2214195226995,393,96,388.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,81.26725173340205,52,170.0,1,1,14.098968957414046,1.0
3615378901450100375-97,2048.782770911996,10006.440391847436,2039.3367486779389,9998.542903983223,2029.2573954688,10014.340985606445,2047.938022408222,525,89,523.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,295.11806916193154,49,184.0,1,1,14.671074186558002,1.0
3615378901450100378-97,1332.525714292054,9857.522145991525,2035.9150643457017,9850.364558163334,2030.0194868727103,9865.499412038134,2041.5557510643064,468,108,466.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L4/5/6,174.5996728009018,59,206.0,1,1,14.734510786762458,1.0
3615378901450100379-97,4098.612341734086,10041.30316043503,2042.804552629008,10028.819683740974,2030.631421590726,10053.135064416492,2054.518847183779,1006,132,1006.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,580.8318466532021,78,335.0,1,1,14.489434706138676,1.0
3615378901450100381-97,1317.8375771167346,10211.21651473048,2038.243287964964,10205.500269226724,2030.547492809136,10215.974269020202,2048.1244693708773,245,65,245.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,184.10124887763803,32,61.0,1,1,14.018370123999697,1.0
3615378901450100386-97,1772.476277095361,10201.613312313097,2042.0021666365008,10194.624814849973,2033.7870724932357,10209.170334167133,2049.072965732601,556,91,554.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,222.34125539323634,49,182.0,1,1,14.871426992068189,1.0
3615378901450100388-97,671.0118621431683,10155.98958506208,2039.868145561793,10151.074293195668,2034.5783546596651,10160.578422165529,2044.2480992215496,130,43,130.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,91.90249942175437,26,48.0,1,1,14.774688129675603,1.0
3615378901450100401-97,1278.060394434518,9791.39356145152,2050.75074383115,9784.833174123076,2043.9393480317708,9798.401928698542,2056.850661208237,236,69,234.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L4/5/6,175.19043973845325,33,72.0,1,1,16.951185996613138,1.0
3615378901450100415-97,1621.7037922422448,10090.378209244236,2055.843463900784,10082.81798009952,2049.43966583247,10098.23718359954,2063.6044612784563,379,83,377.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,218.40986351781478,50,208.0,1,1,14.039372661982078,1.0
3615378901450100428-97,3282.416476739593,10164.41028466082,2068.77112201449,10154.957546868529,2058.3011728639854,10174.1875156018,2080.5230912074244,813,117,806.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,427.3267949376261,70,295.0,1,1,14.234642837613535,1.0
3615378901450100442-97,2195.444006713379,9806.785160444377,2072.0267925429903,9798.141225296124,2063.285545493351,9815.149588216662,2079.5455048862004,550,100,547.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L4/5/6,276.5552904267977,58,206.0,1,1,15.6569068856681,1.0
3615378901450100450-97,742.0802078865975,10082.719977561794,2072.721115555604,10076.445430960244,2065.574019570251,10088.40927770048,2080.0635839324123,119,42,119.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,173.35092736168912,22,47.0,1,1,15.14968149276644,1.0
3615378901450100491-97,2813.762810808256,10130.677985613513,2098.4289790469425,10121.23907052286,2085.295278202749,10138.335435102204,2109.7851779693874,1009,140,1002.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,418.6882549220285,85,558.0,1,1,12.905271215527227,1.0
3615378901450100539-97,1631.8175360405132,10057.362916802633,2120.485662177463,10050.67207745619,2112.367546641485,10063.9117250023,2127.947194362961,536,98,532.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,206.2690447248679,60,232.0,1,1,13.754492381177759,1.0
3615378901450100574-97,2674.169679909655,9817.609163374947,2137.773039451767,9808.74362642154,2128.1289915264424,9827.185614365037,2146.4226173641296,626,113,626.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L4/5/6,337.3708271414759,64,321.0,1,1,14.448380083590388,1.0
3615378901450100619-97,491.971695045364,9971.678487369272,2157.650119018912,9965.877209075694,2154.5283115467296,9975.960439033024,2161.1646086687665,161,57,161.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,66.91530994666775,33,72.0,1,1,12.835584823460994,1.0
3615378901450100640-97,2176.6990480395366,10109.869038538554,2170.653875678235,10100.363185495198,2162.7508939023314,10118.88319865648,2178.6377167646697,516,91,515.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,294.2241685014585,51,226.0,1,1,12.837631767988782,1.0
3615378901450100666-97,2398.086321222399,10019.042438084489,2191.6498013156483,10011.65371217909,2180.576083612738,10026.603743690845,2201.8183957523324,368,100,365.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,317.5732358694699,59,112.0,1,1,12.75802705476315,1.0
3615378901450100686-97,1294.335638087303,10068.247998340155,2197.915258940989,10061.618752085678,2190.9257589834824,10074.89630355268,2204.042864704519,264,73,264.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,174.16304630916008,38,70.0,1,1,12.69761090182194,1.0
3615378901450100692-97,763.5505681961894,9890.734065494982,2198.0277202536604,9884.651884140188,2192.4979331826607,9895.744468104873,2203.096169198248,160,52,160.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,117.56182288044218,29,66.0,1,1,11.641231962028428,1.0
3615378901450100704-97,1568.2105052935492,9803.51565941435,2210.151116405209,9796.303691868112,2200.951101381277,9809.797780851632,2218.450215948239,552,96,551.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L4/5/6,236.13460909939081,59,322.0,1,1,13.282068192130716,1.0
3615378901450100706-97,1665.350331241623,10203.587361620246,2207.900443172361,10195.892428757794,2200.9141777547925,10211.445935114682,2214.8536828079064,399,98,395.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,216.8081804554752,53,158.0,1,1,14.739833077687395,1.0
3615378901450100707-97,2950.7348278209024,10038.329103216938,2212.458970328669,10029.229087309195,2201.255023090195,10047.279884250347,2224.246646472566,1106,119,1100.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,415.01712502261995,72,595.0,1,1,12.40574962040095,1.0
3615378901450100711-97,263.29224984422893,9798.79956963229,2210.3425881104854,9796.647742238483,2206.487418826669,9801.193302125546,2214.3207460196227,148,52,147.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L4/5/6,35.60685787053053,23,50.0,1,1,12.938326873442769,1.0
3615378901450100779-97,3411.9568912405043,9759.834280843015,2248.3262891037866,9750.074352696894,2237.789629608878,9771.00031685659,2260.145387924082,1607,169,1603.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L4/5/6,467.815797266797,99,755.0,1,1,12.856660653583814,1.0
3615378901450100788-97,1171.9817351247077,10100.7588219246,2247.37070576358,10095.34482739958,2240.5092112995035,10105.815323779949,2254.6625101521468,233,64,232.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,148.1920644068791,36,88.0,1,1,12.51081285717562,1.0
3615378901450100813-97,743.3235782923433,10208.671281384177,2257.694153518631,10204.54162395888,2252.206627863564,10213.45016509499,2263.1216049192303,187,56,187.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,97.23652210010366,32,76.0,1,1,14.858585637176024,1.0
3615378901450100816-97,922.0884627422172,10200.44719256832,2259.291645697526,10195.486943837475,2253.131960444812,10205.390370359868,2265.0573735542102,245,71,245.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,118.10245247810215,42,121.0,1,1,11.655702790018063,1.0
3615378901450100907-97,1824.1709599540256,10063.94043601064,2303.6513186613915,10057.77056811766,2295.2526311210486,10072.484623134713,2313.7730573338727,476,97,473.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,272.51057023477136,63,226.0,1,1,12.582941195664288,1.0
3615378901450100915-97,980.6808705278152,10144.947009308296,2303.072534815599,10138.491787757348,2298.07881330793,10150.778194380848,2308.5092539779225,122,42,122.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,128.15263533381727,23,53.0,1,1,10.939311764139083,1.0
3615378901460100032-97,2051.2825232362065,10434.347809694267,1853.393858688822,10427.668392409225,1844.0335091842185,10441.875534018489,1863.9429127509184,658,128,648.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,282.85571582809115,73,260.0,1,1,13.899844861303666,1.0
3615378901460100097-97,2144.914164866817,10372.034318411062,1886.605297083308,10364.62397540595,1877.289526922152,10380.244028865622,1897.6043199669684,523,104,520.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,317.31815338220474,59,237.0,1,1,14.109960830273987,1.0
3615378901460100112-97,2062.656606322767,10468.777909666782,1891.4243820231625,10460.491550530274,1883.019246791059,10478.015105965203,1898.9247319143328,281,70,280.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,278.72065027713086,36,101.0,1,1,10.943973811395805,1.0
3615378901460100115-97,715.2414457587653,10364.032729660108,1894.330975461824,10359.648950741388,1888.339376398622,10368.696840467364,1900.052747286128,131,49,130.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,105.98128810961407,25,56.0,1,1,14.915354948928988,1.0
3615378901460100140-97,786.9797899480225,10622.499010880032,1905.5840189067271,10618.19675919514,1899.9951169318756,10626.802858315194,1910.869541157408,142,44,140.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,93.58637275844737,31,70.0,3,3,9.98576280692007,1.0
3615378901460100206-97,906.7518174048034,10284.751784377831,1941.310176311626,10278.666905167274,1936.5390627774811,10290.711394344537,1946.2805971455125,177,51,176.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,117.3318052656816,28,88.99999999999999,1,1,14.971283831464778,1.0
3615378901460100274-97,1095.6198722606912,10379.824190485508,1984.3145259277628,10373.492134369537,1977.6394474828503,10386.29833496727,1990.777294593844,213,62,209.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,168.24590552574065,28,65.0,1,1,13.894221786180113,1.0
3615378901460100277-97,2598.747188295994,10572.974469479972,1988.1219361126427,10564.364189824646,1979.158261110836,10581.881584524734,1997.918441008748,701,120,697.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,328.62947591637266,62,241.0,3,3,10.465069563552447,1.0
3615378901460100279-97,646.4706519423646,10385.835494908622,1987.616913141436,10381.606980207274,1980.56207065076,10389.04118429843,1993.388271795798,345,85,345.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,95.35259702643121,47,136.0,1,1,14.776556925248405,1.0
3615378901460100296-97,752.7773388830542,10442.723871625276,1996.675130485019,10438.730890555698,1991.250498715183,10446.98405712686,2002.2441760559277,133,48,133.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,90.7326503227667,19,40.0,1,1,14.950389011580587,1.0
3615378901460100357-97,1617.7148140994905,10569.467806107665,2036.344801116485,10560.356930953963,2028.608962849184,10577.562429589469,2042.7361155673807,540,115,540.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,243.0647068165045,57,165.0,3,3,10.576613739875055,1.0
3615378901460100377-97,1246.1116905554495,10576.569692287258,2044.5129761328485,10570.599167209197,2037.6363457626728,10582.612545758664,2050.2788008434973,372,92,371.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,151.87859868057947,41,83.0,3,3,10.501217171337023,1.0
3615378901460100385-97,2255.1268527295506,10404.477797040918,2051.4676058687405,10396.988158568276,2040.5902582017095,10412.359450276825,2061.676538115011,584,119,583.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,324.1233595954696,64,222.0,1,1,14.787656001801395,1.0
3615378901460100402-97,1987.560107326408,10499.342033347568,2057.338592183677,10489.435273397308,2049.2310009225703,10508.96723440283,2066.108262997808,587,118,587.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,329.6460247335093,64,306.0,1,1,11.958986029818092,1.0
3615378901460100438-97,924.8733465809878,10243.853300720022,2077.572054830862,10238.062145255986,2071.0684759618507,10248.61275514241,2082.587684737963,197,68,196.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,121.53467799703834,30,53.0,1,1,15.190070034795488,1.0
3615378901460100443-97,2148.0206299395163,10635.439234076484,2082.153930845496,10628.514009241628,2072.001081583314,10643.085681675064,2091.1586624877827,398,84,398.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,279.15799355697123,53,179.0,3,3,10.07912182954708,1.0
3615378901460100454-97,1380.6977556916552,10619.534692886196,2088.1251391771543,10610.46073716939,2081.612075996057,10627.00012075233,2094.2144176959096,525,100,523.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,208.43496341714524,53,175.0,3,3,10.219200514207662,1.0
3615378901460100466-97,2260.9871227300923,10495.276502777566,2096.624551436488,10486.755232385432,2088.3450807084646,10503.551184310394,2105.579447821972,349,71,347.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,289.4676014956072,41,151.0,1,1,11.44001069729935,1.0
3615378901460100471-97,743.1246445237821,10437.609624161703,2097.208616254716,10432.494257881674,2090.8610791106025,10441.91572839173,2102.225259698727,314,93,312.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,107.06729228197192,50,131.0,1,1,12.809412330613183,1.0
3615378901460100560-97,1976.3195975715955,10510.002884887142,2141.4353737941906,10499.953632105196,2134.460582160601,10519.33781780359,2148.3106356855287,913,128,910.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,268.47200945987703,79,496.0,1,1,12.532548996732123,1.0
3615378901460100616-97,1729.998947375447,10320.16987964127,2176.495048860614,10312.532967217454,2168.4558441627746,10328.73281210572,2182.7980401906416,599,112,597.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,232.34135100854894,60,261.0,1,1,14.783603524447633,1.0
3615378901460100654-97,3506.756177267373,10464.846340541251,2199.559250115561,10454.46581203434,2189.665279421606,10476.288194705496,2210.890297677343,1200,151,1199.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,463.1804705789703,88,446.0,1,1,11.194037305406875,1.0
3615378901460100683-97,2037.3075589138405,10563.189850807352,2214.399039616656,10552.582051166028,2208.313571006419,10572.899263558882,2221.043313951215,838,141,833.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,258.63289111586494,78,322.0,3,3,10.754205097658419,1.0
3615378901460100697-97,812.4324249400305,10633.453375406054,2221.60571477966,10627.271770319312,2216.0894869421422,10638.358224740176,2226.010134219027,149,52,149.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,109.98480386064492,32,59.0,3,3,10.217472869359138,1.0
3615378901460100706-97,1780.2902051676615,10464.540874253298,2228.2835459621424,10453.910397013397,2220.4094402397664,10473.444490137434,2235.0820361440374,325,81,325.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,286.61585476539545,36,78.0,1,1,11.022056831593485,1.0
3615378901460100709-97,1478.317960109734,10395.769280346314,2228.0146378415006,10387.402085830365,2221.033426813903,10402.152498028734,2235.496575820751,748,126,742.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,213.33740953743984,71,316.0,1,1,14.087114497054074,1.0
3615378901460100713-97,2987.670824726332,10625.946371608969,2235.1120317527752,10612.980367653943,2223.3145498350477,10635.250324808874,2245.0196873699697,464,103,461.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,483.37248294459744,64,145.0,3,3,10.316951748285812,1.0
3615378901460100726-97,1659.7523494077968,10504.75045826805,2235.4379042776545,10496.99520101183,2227.961735856783,10511.791059343112,2242.0590127611117,371,81,370.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,208.58131193328933,47,132.0,1,1,12.664644367291872,1.0
3615378901460100760-97,2699.197902377765,10425.752017220586,2259.5052259273816,10418.379576483978,2249.1697013387047,10433.376187420718,2270.1333186789184,603,115,602.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,314.38321307787356,62,235.0,1,1,11.930565848298444,1.0
3615378901460100769-97,2114.1210110770367,10289.904967056407,2263.053282501887,10279.962043163414,2254.961443966933,10299.195245602798,2270.7072443947764,431,94,430.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,302.84216719884273,51,191.0,1,1,14.366107073984713,1.0
3615378901460100784-97,2471.95338236017,10431.589737276272,2275.7539835642388,10421.959987812654,2266.752927582508,10440.502640445522,2284.527288858461,512,97,509.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,329.5838069110982,54,244.0,1,1,12.586770369053859,1.0
3615378901460100790-97,2656.091894520727,10474.389949866594,2282.1385313573587,10464.055516405691,2273.131083014151,10484.38150219096,2290.650540813014,602,108,596.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,356.10025018528876,64,233.0,1,1,11.518834114035498,1.0
3615378901460100794-97,2864.008902660018,10539.357480079809,2284.64104089688,10528.583049305123,2275.3808459519782,10548.967766333986,2293.617403326897,491,91,490.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,371.7470616683415,51,209.0,3,3,11.053513355557103,1.0
3615378901460100811-97,1846.1595835316384,10335.562150299404,2289.6247626438712,10326.896829685047,2282.400770060617,10343.76973108263,2295.6549746885557,284,75,280.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,223.63688779059166,33,90.0,1,1,15.06344490253413,1.0
3615378901460200026-97,321.9464637333243,10272.002668555302,1858.2620150559271,10268.489000025222,1855.08429514352,10275.266827337044,1861.3056997209435,130,42,128.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,42.16760586275538,30,85.0,1,1,14.266698071967472,1.0
3615378901470100032-97,1829.0058593933863,10962.144323493683,1855.388377103394,10953.538859056753,1844.6652022811263,10969.69943747725,1865.8358689338932,934,133,932.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,342.1302186562324,74,315.0,3,3,9.699718793138697,1.0
3615378901470100108-97,1710.1564717145163,11038.052282681732,1888.3674656796836,11030.625714294472,1881.2931063762255,11045.018731113814,1895.3253319397325,403,91,403.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,201.9660585483551,49,192.0,3,3,10.478764623147999,1.0
3615378901470100127-97,2371.0000971880736,11076.300720103676,1901.0580685794976,11067.869987382484,1891.6609942905236,11084.8143620277,1910.1135493303236,520,115,517.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,312.66700575584304,69,250.0,1,1,11.839841065334658,1.0
3615378901470100154-97,544.3977567786708,10823.25435535617,1912.4087346226156,10818.295587847078,1908.2851918326048,10828.022957941115,1916.1691066007688,141,55,141.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,76.68975673977371,22,42.0,3,3,9.543984165882796,1.0
3615378901470100160-97,2134.417355882418,10894.211996509131,1918.491898654613,10885.225301016251,1909.8047981405443,10903.023641096264,1927.4260478574008,469,95,468.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,313.6289950954458,48,198.0,3,3,8.92540353778651,1.0
3615378901470100164-97,3262.36969411786,10737.6007082569,1922.9231567025,10726.033730889572,1912.5014362770407,10748.073791533068,1932.146437172608,488,88,488.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,432.9770110798372,52,237.0,3,3,9.201108471191278,1.0
3615378901470100246-97,805.0484316698776,11082.618716818017,1968.788865560688,11077.489642841325,1962.941702425525,11087.40069202691,1973.400865140516,114,43,113.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,103.66127610830898,22,64.0,1,1,10.661432354033316,1.0
3615378901470100249-97,440.80445725744414,11036.638659983304,1968.2267665957404,11032.936753664242,1964.4510813310865,11040.642784965698,1971.672883821466,132,48,132.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,55.65143604379322,24,61.0,3,3,10.474549537690281,1.0
3615378901470100264-97,1396.598350919344,10893.24519710722,1978.4583299869687,10887.59994767936,1971.52465765087,10899.392851398934,1986.2547460833323,236,69,234.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,173.71051466483198,45,117.0,3,3,8.935632200294345,1.0
3615378901470100265-97,875.5602307344698,10745.735971627097,1977.65961485182,10740.419669753242,1972.3543346670776,10751.310562161952,1982.7847753370704,144,54,143.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,113.59680711232426,27,50.0,3,3,9.700149134425347,1.0
3615378901470100269-97,2845.5608560474766,10812.351186304091,1983.3407630140523,10803.224419644475,1974.272478453812,10822.18008740227,1992.092285806511,811,129,810.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,337.7863476856701,74,342.0,3,3,9.171756888819582,1.0
3615378901470100363-97,1078.9816097046914,11001.273726155236,2042.0348414297264,10996.172918139637,2035.8550775121696,11006.742697499376,2048.28534168796,524,104,523.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,131.3851497213772,49,175.0,3,3,10.146766130453752,1.0
3615378901470100423-97,774.5997854388635,10876.93843477782,2071.204652265034,10870.995895005017,2066.611480190525,10882.76750728438,2074.819391456011,204,63,204.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,96.62034904071442,37,118.0,3,3,9.263823018386047,1.0
3615378901470100436-97,1906.4910145722267,11083.48021669882,2081.0139658225376,11076.944447566317,2072.659414807199,11090.227553605182,2089.510468894722,784,139,783.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,223.83433831122457,77,347.0,3,3,11.82911925105141,1.0
3615378901470100540-97,3460.8608233357886,10804.899041234776,2148.555537662867,10794.316354194454,2134.505968826177,10814.496164251836,2158.708649065161,811,108,804.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,488.40549010223117,65,384.0,3,3,9.397308363090787,1.0
3615378901470100561-97,3016.0834145034787,10974.620577406677,2158.238067346914,10964.710994371855,2148.4881064823694,10984.062914655751,2168.338757695746,615,105,612.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,384.1482198646924,66,245.0,3,3,9.722868189769686,1.0
